Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A09004B_008,SE_A09004B_001,SE_A09004B_002,SE_A09004B_003,SE_A09004B_004,SE_A09004B_005,SE_A09004B_006,SE_A09004B_007,PCT_SE_A09004B_001,PCT_SE_A09004B_002,PCT_SE_A09004B_003,PCT_SE_A09004B_004,PCT_SE_A09004B_005,PCT_SE_A09004B_006,PCT_SE_A09004B_007,SE_A09003_001,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007
"06037400206","14000US06037400206","Census Tract 4002.06","Census Tract 4002.06, Los Angeles County, California","ca","140","00","ACSSF","0004931",,,,,"06","037",,,,"400206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541,3874.024,1.43029581604239,5541,3679,210,0,977,4,317,354,66.4,3.79,0,17.63,0.07,5.72,6.39,2463,2040,1891,149,146,6,0,20,18,233,82.83,76.78,6.05,5.93,0.24,0,0.81,0.73,9.46,2463,266,238,0,0,0,0,28,10.8,9.66,0,0,0,0,1.14,31,206,0,65,114,14,7,6,0,31.55,55.34,6.8,3.4,2.91
"06037400207","14000US06037400207","Census Tract 4002.07","Census Tract 4002.07, Los Angeles County, California","ca","140","00","ACSSF","0004932",,,,,"06","037",,,,"400207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509,2152.217,2.09504870292835,4509,3605,235,7,441,0,67,154,79.95,5.21,0.16,9.78,0,1.49,3.42,2297,1980,1646,334,84,0,0,0,37,196,86.2,71.66,14.54,3.66,0,0,0,1.61,8.53,2297,150,150,0,0,0,0,0,6.53,6.53,0,0,0,0,0,36,90,0,18,42,18,12,0,0,20,46.67,20,13.33,0
"06037400302","14000US06037400302","Census Tract 4003.02","Census Tract 4003.02, Los Angeles County, California","ca","140","00","ACSSF","0004933",,,,,"06","037",,,,"400302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215,6380.307,0.503894226536957,3215,2148,57,18,385,77,201,329,66.81,1.77,0.56,11.98,2.4,6.25,10.23,1254,1178,961,217,10,7,0,25,0,34,93.94,76.63,17.3,0.8,0.56,0,1.99,0,2.71,1254,289,225,42,0,15,0,7,23.05,17.94,3.35,0,1.2,0,0.56,33,435,86,228,63,58,0,0,19.77,52.41,14.48,13.33,0,0
"06037400304","14000US06037400304","Census Tract 4003.04","Census Tract 4003.04, Los Angeles County, California","ca","140","00","ACSSF","0004934",,,,,"06","037",,,,"400304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7547,6230.183,1.2113608248378,7547,4988,179,102,1399,0,596,283,66.09,2.37,1.35,18.54,0,7.9,3.75,3465,3202,2883,319,43,11,0,42,53,114,92.41,83.2,9.21,1.24,0.32,0,1.21,1.53,3.29,3465,1760,1451,137,43,23,38,68,50.79,41.88,3.95,1.24,0.66,1.1,1.96,28,1335,73,416,660,109,77,0,5.47,31.16,49.44,8.16,5.77,0
"06037400402","14000US06037400402","Census Tract 4004.02","Census Tract 4004.02, Los Angeles County, California","ca","140","00","ACSSF","0004935",,,,,"06","037",,,,"400402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4534,2677.364,1.6934568808813,4534,3298,60,0,556,0,143,477,72.74,1.32,0,12.26,0,3.15,10.52,2182,2013,1879,134,60,0,0,16,7,86,92.25,86.11,6.14,2.75,0,0,0.73,0.32,3.94,2182,519,413,48,32,16,0,10,23.79,18.93,2.2,1.47,0.73,0,0.46,32,299,25,87,111,76,0,0,8.36,29.1,37.12,25.42,0,0
"06037400403","14000US06037400403","Census Tract 4004.03","Census Tract 4004.03, Los Angeles County, California","ca","140","00","ACSSF","0004936",,,,,"06","037",,,,"400403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4058,814.5125,4.98212115268488,4058,3097,65,18,382,0,213,283,76.32,1.6,0.44,9.41,0,5.25,6.97,2050,1928,1699,229,25,11,0,23,11,52,94.05,82.88,11.17,1.22,0.54,0,1.12,0.54,2.54,2049,575,404,109,25,23,0,14,28.06,19.72,5.32,1.22,1.12,0,0.68,33,379,17,146,114,46,22,34,4.49,38.52,30.08,12.14,5.8,8.97
"06037400404","14000US06037400404","Census Tract 4004.04","Census Tract 4004.04, Los Angeles County, California","ca","140","00","ACSSF","0004937",,,,,"06","037",,,,"400404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4278,700.0775,6.11075263669175,4278,3314,20,12,549,1,153,229,77.47,0.47,0.28,12.83,0.02,3.58,5.35,1966,1752,1570,182,25,9,0,12,0,168,89.11,79.86,9.26,1.27,0.46,0,0.61,0,8.55,1962,190,119,46,0,12,0,13,9.68,6.07,2.34,0,0.61,0,0.66,38,125,0,49,43,11,22,0,0,39.2,34.4,8.8,17.6,0
"06037400501","14000US06037400501","Census Tract 4005.01","Census Tract 4005.01, Los Angeles County, California","ca","140","00","ACSSF","0004938",,,,,"06","037",,,,"400501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097,499.5863,4.19747311570556,2097,1714,32,5,195,0,25,126,81.74,1.53,0.24,9.3,0,1.19,6.01,974,873,772,101,16,0,12,15,22,36,89.63,79.26,10.37,1.64,0,1.23,1.54,2.26,3.7,970,117,87,0,0,0,16,14,12.06,8.97,0,0,0,1.65,1.44,29,40,0,9,26,5,0,0,0,22.5,65,12.5,0,0
"06037400602","14000US06037400602","Census Tract 4006.02","Census Tract 4006.02, Los Angeles County, California","ca","140","00","ACSSF","0004939",,,,,"06","037",,,,"400602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412,7413.726,0.595112409787227,4412,2302,80,51,288,0,1209,482,52.18,1.81,1.16,6.53,0,27.4,10.92,2138,1914,1813,101,24,0,25,47,0,128,89.52,84.8,4.72,1.12,0,1.17,2.2,0,5.99,2138,1174,1016,14,8,39,25,72,54.91,47.52,0.65,0.37,1.82,1.17,3.37,33,703,48,186,374,60,25,10,6.83,26.46,53.2,8.53,3.56,1.42
"06037400603","14000US06037400603","Census Tract 4006.03","Census Tract 4006.03, Los Angeles County, California","ca","140","00","ACSSF","0004940",,,,,"06","037",,,,"400603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189,1462.671,3.54761952565031,5189,2866,222,78,658,20,1091,254,55.23,4.28,1.5,12.68,0.39,21.03,4.89,2628,2428,2166,262,40,11,8,31,17,93,92.39,82.42,9.97,1.52,0.42,0.3,1.18,0.65,3.54,2628,884,774,39,0,31,19,21,33.64,29.45,1.48,0,1.18,0.72,0.8,35,595,10,160,276,126,23,0,1.68,26.89,46.39,21.18,3.87,0
"06037400604","14000US06037400604","Census Tract 4006.04","Census Tract 4006.04, Los Angeles County, California","ca","140","00","ACSSF","0004941",,,,,"06","037",,,,"400604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616,1939.974,1.86394222675935,3616,1842,91,17,851,0,668,147,50.94,2.52,0.47,23.53,0,18.47,4.07,2005,1696,1346,350,95,0,35,74,46,59,84.59,67.13,17.46,4.74,0,1.75,3.69,2.29,2.94,2002,614,388,111,0,46,69,0,30.67,19.38,5.54,0,2.3,3.45,0,30,371,42,221,67,27,14,0,11.32,59.57,18.06,7.28,3.77,0
"06037400800","14000US06037400800","Census Tract 4008","Census Tract 4008, Los Angeles County, California","ca","140","00","ACSSF","0004942",,,,,"06","037",,,,"400800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6846,6738.588,1.01593984219232,6846,4303,335,28,1348,22,333,477,62.85,4.89,0.41,19.69,0.32,4.86,6.97,2952,1657,1462,195,62,0,31,1032,54,116,56.13,49.53,6.61,2.1,0,1.05,34.96,1.83,3.93,1318,319,214,19,0,69,5,12,24.2,16.24,1.44,0,5.24,0.38,0.91,21,169,7,43,96,11,0,12,4.14,25.44,56.8,6.51,0,7.1
"06037400900","14000US06037400900","Census Tract 4009","Census Tract 4009, Los Angeles County, California","ca","140","00","ACSSF","0004943",,,,,"06","037",,,,"400900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4420,5819.73,0.759485372132998,4420,2912,98,0,722,0,494,194,65.88,2.22,0,16.33,0,11.18,4.39,2071,1709,1605,104,199,23,0,24,0,116,82.52,77.5,5.02,9.61,1.11,0,1.16,0,5.6,2064,828,695,26,85,0,0,22,40.12,33.67,1.26,4.12,0,0,1.07,34,495,15,68,273,130,9,0,3.03,13.74,55.15,26.26,1.82,0
"06037401001","14000US06037401001","Census Tract 4010.01","Census Tract 4010.01, Los Angeles County, California","ca","140","00","ACSSF","0004944",,,,,"06","037",,,,"401001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111,5620.962,0.553463954273147,3111,2504,6,7,248,5,226,115,80.49,0.19,0.23,7.97,0.16,7.26,3.7,1528,1285,1151,134,29,10,38,10,19,137,84.1,75.33,8.77,1.9,0.65,2.49,0.65,1.24,8.97,1528,381,243,76,0,0,9,53,24.93,15.9,4.97,0,0,0.59,3.47,29,173,7,10,90,40,26,0,4.05,5.78,52.02,23.12,15.03,0
"06037401002","14000US06037401002","Census Tract 4010.02","Census Tract 4010.02, Los Angeles County, California","ca","140","00","ACSSF","0004945",,,,,"06","037",,,,"401002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847,6762.229,0.568895299901003,3847,2824,62,0,328,43,224,366,73.41,1.61,0,8.53,1.12,5.82,9.51,1706,1499,1312,187,28,27,0,17,0,135,87.87,76.91,10.96,1.64,1.58,0,1,0,7.91,1699,814,605,65,19,17,12,96,47.91,35.61,3.83,1.12,1,0.71,5.65,33,836,123,361,315,30,7,0,14.71,43.18,37.68,3.59,0.84,0
"06037401101","14000US06037401101","Census Tract 4011.01","Census Tract 4011.01, Los Angeles County, California","ca","140","00","ACSSF","0004946",,,,,"06","037",,,,"401101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5605,4820.249,1.16280307090226,5605,3646,68,64,307,0,889,631,65.05,1.21,1.14,5.48,0,15.86,11.26,2334,1966,1706,260,55,0,16,131,74,92,84.23,73.09,11.14,2.36,0,0.69,5.61,3.17,3.94,2334,1389,920,186,44,131,16,92,59.51,39.42,7.97,1.89,5.61,0.69,3.94,32,1163,110,678,286,89,0,0,9.46,58.3,24.59,7.65,0,0
"06037401102","14000US06037401102","Census Tract 4011.02","Census Tract 4011.02, Los Angeles County, California","ca","140","00","ACSSF","0004947",,,,,"06","037",,,,"401102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504,7078.22,0.495039745357894,3504,2412,67,47,575,0,145,258,68.84,1.91,1.34,16.41,0,4.14,7.36,1685,1528,1382,146,38,8,0,55,28,28,90.68,82.02,8.66,2.26,0.47,0,3.26,1.66,1.66,1685,846,715,32,13,40,28,18,50.21,42.43,1.9,0.77,2.37,1.66,1.07,28,619,61,244,246,45,23,0,9.85,39.42,39.74,7.27,3.72,0
"06037401201","14000US06037401201","Census Tract 4012.01","Census Tract 4012.01, Los Angeles County, California","ca","140","00","ACSSF","0004948",,,,,"06","037",,,,"401201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3347,3701.052,0.904337394613411,3347,2432,24,9,366,29,363,124,72.66,0.72,0.27,10.94,0.87,10.85,3.7,1445,1341,1175,166,58,0,0,0,0,46,92.8,81.31,11.49,4.01,0,0,0,0,3.18,1445,205,177,0,28,0,0,0,14.19,12.25,0,1.94,0,0,0,33,105,0,26,27,42,10,0,0,24.76,25.71,40,9.52,0
"06037401202","14000US06037401202","Census Tract 4012.02","Census Tract 4012.02, Los Angeles County, California","ca","140","00","ACSSF","0004949",,,,,"06","037",,,,"401202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4605,3790.991,1.21472184427109,4605,2844,16,46,620,0,578,501,61.76,0.35,1,13.46,0,12.55,10.88,2141,1948,1806,142,76,9,0,20,0,88,90.99,84.35,6.63,3.55,0.42,0,0.93,0,4.11,2135,384,341,10,0,10,0,23,17.99,15.97,0.47,0,0.47,0,1.08,39,231,10,26,119,70,6,0,4.33,11.26,51.52,30.3,2.6,0
"06037401203","14000US06037401203","Census Tract 4012.03","Census Tract 4012.03, Los Angeles County, California","ca","140","00","ACSSF","0004950",,,,,"06","037",,,,"401203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5295,7206.157,0.734788346509714,5295,3572,259,23,600,0,589,252,67.46,4.89,0.43,11.33,0,11.12,4.76,2527,2291,2100,191,97,8,0,42,0,89,90.66,83.1,7.56,3.84,0.32,0,1.66,0,3.52,2522,807,654,86,26,32,0,9,32,25.93,3.41,1.03,1.27,0,0.36,34,413,0,147,181,47,31,7,0,35.59,43.83,11.38,7.51,1.69
"06037401303","14000US06037401303","Census Tract 4013.03","Census Tract 4013.03, Los Angeles County, California","ca","140","00","ACSSF","0004951",,,,,"06","037",,,,"401303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183,956.6663,2.28188238709986,2183,1357,67,5,521,0,169,64,62.16,3.07,0.23,23.87,0,7.74,2.93,1092,973,852,121,76,0,7,0,0,36,89.1,78.02,11.08,6.96,0,0.64,0,0,3.3,1092,126,95,27,0,0,0,4,11.54,8.7,2.47,0,0,0,0.37,43,63,5,0,21,32,5,0,7.94,0,33.33,50.79,7.94,0
"06037401304","14000US06037401304","Census Tract 4013.04","Census Tract 4013.04, Los Angeles County, California","ca","140","00","ACSSF","0004952",,,,,"06","037",,,,"401304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935,1451.437,4.08905253615075,5935,3867,139,12,1335,16,134,432,65.16,2.34,0.2,22.49,0.27,2.26,7.28,3083,2651,2379,272,92,53,0,46,70,171,85.99,77.17,8.82,2.98,1.72,0,1.49,2.27,5.55,3083,186,109,41,0,0,36,0,6.03,3.54,1.33,0,0,1.17,0,34,159,16,56,49,28,10,0,10.06,35.22,30.82,17.61,6.29,0
"06037401311","14000US06037401311","Census Tract 4013.11","Census Tract 4013.11, Los Angeles County, California","ca","140","00","ACSSF","0004953",,,,,"06","037",,,,"401311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6166,3734.775,1.65096942534097,6166,4462,361,176,466,0,551,150,72.36,5.85,2.85,7.56,0,8.94,2.43,3029,2763,2439,324,71,88,0,90,0,17,91.22,80.52,10.7,2.34,2.91,0,2.97,0,0.56,3027,774,714,31,29,0,0,0,25.57,23.59,1.02,0.96,0,0,0,35,608,49,216,255,88,0,0,8.06,35.53,41.94,14.47,0,0
"06037401312","14000US06037401312","Census Tract 4013.12","Census Tract 4013.12, Los Angeles County, California","ca","140","00","ACSSF","0004954",,,,,"06","037",,,,"401312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335,4921.052,1.08411776425219,5335,3888,241,0,477,5,571,153,72.88,4.52,0,8.94,0.09,10.7,2.87,2351,1944,1846,98,61,0,27,59,66,194,82.69,78.52,4.17,2.59,0,1.15,2.51,2.81,8.25,2241,403,275,0,0,0,67,61,17.98,12.27,0,0,0,2.99,2.72,30,454,229,135,41,26,23,0,50.44,29.74,9.03,5.73,5.07,0
"06037401500","14000US06037401500","Census Tract 4015","Census Tract 4015, Los Angeles County, California","ca","140","00","ACSSF","0004955",,,,,"06","037",,,,"401500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6184,4276.054,1.44619318699546,6184,4488,152,54,423,10,612,445,72.57,2.46,0.87,6.84,0.16,9.9,7.2,2875,2366,1812,554,105,9,38,122,23,212,82.3,63.03,19.27,3.65,0.31,1.32,4.24,0.8,7.37,2722,716,487,122,84,17,6,0,26.3,17.89,4.48,3.09,0.62,0.22,0,27,574,101,231,165,16,35,26,17.6,40.24,28.75,2.79,6.1,4.53
"06037401601","14000US06037401601","Census Tract 4016.01","Census Tract 4016.01, Los Angeles County, California","ca","140","00","ACSSF","0004956",,,,,"06","037",,,,"401601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5462,5449.743,1.00224904516932,5462,4070,134,22,662,0,239,335,74.51,2.45,0.4,12.12,0,4.38,6.13,2323,2119,1967,152,68,0,0,22,52,62,91.22,84.67,6.54,2.93,0,0,0.95,2.24,2.67,2322,863,828,20,0,0,0,15,37.17,35.66,0.86,0,0,0,0.65,29,601,41,248,165,67,80,0,6.82,41.26,27.45,11.15,13.31,0
"06037401602","14000US06037401602","Census Tract 4016.02","Census Tract 4016.02, Los Angeles County, California","ca","140","00","ACSSF","0004957",,,,,"06","037",,,,"401602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6071,7761.938,0.782149955907132,6071,4328,315,75,241,0,649,463,71.29,5.19,1.24,3.97,0,10.69,7.63,2909,2510,2192,318,106,11,7,15,11,249,86.28,75.35,10.93,3.64,0.38,0.24,0.52,0.38,8.56,2890,1103,795,168,50,9,18,63,38.17,27.51,5.81,1.73,0.31,0.62,2.18,33,872,89,311,314,146,0,12,10.21,35.67,36.01,16.74,0,1.38
"06037401603","14000US06037401603","Census Tract 4016.03","Census Tract 4016.03, Los Angeles County, California","ca","140","00","ACSSF","0004958",,,,,"06","037",,,,"401603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880,3959.366,0.72738908442819,2880,2465,97,9,140,32,74,63,85.59,3.37,0.31,4.86,1.11,2.57,2.19,978,888,835,53,20,6,10,9,0,45,90.8,85.38,5.42,2.04,0.61,1.02,0.92,0,4.6,978,202,202,0,0,0,0,0,20.65,20.65,0,0,0,0,0,33,327,60,158,70,19,0,20,18.35,48.32,21.41,5.81,0,6.12
"06037401701","14000US06037401701","Census Tract 4017.01","Census Tract 4017.01, Los Angeles County, California","ca","140","00","ACSSF","0004959",,,,,"06","037",,,,"401701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,5711.926,0.770493145141985,4401,2955,160,106,547,13,399,221,67.14,3.64,2.41,12.43,0.3,9.07,5.02,2234,1874,1713,161,106,0,48,19,15,172,83.89,76.68,7.21,4.74,0,2.15,0.85,0.67,7.7,2230,368,231,48,29,0,31,29,16.5,10.36,2.15,1.3,0,1.39,1.3,33,438,142,156,113,0,27,0,32.42,35.62,25.8,0,6.16,0
"06037401703","14000US06037401703","Census Tract 4017.03","Census Tract 4017.03, Los Angeles County, California","ca","140","00","ACSSF","0004960",,,,,"06","037",,,,"401703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284,9540.207,0.449046868170818,4284,2504,435,9,577,0,484,275,58.45,10.15,0.21,13.47,0,11.3,6.42,2145,1932,1779,153,42,25,0,77,6,63,90.07,82.94,7.13,1.96,1.17,0,3.59,0.28,2.94,2145,1044,881,62,12,15,25,49,48.67,41.07,2.89,0.56,0.7,1.17,2.28,38,885,97,327,329,114,18,0,10.96,36.95,37.18,12.88,2.03,0
"06037401704","14000US06037401704","Census Tract 4017.04","Census Tract 4017.04, Los Angeles County, California","ca","140","00","ACSSF","0004961",,,,,"06","037",,,,"401704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728,9618.918,0.699454978169783,6728,3499,407,60,697,0,1671,394,52.01,6.05,0.89,10.36,0,24.84,5.86,2977,2480,2039,441,69,0,146,152,62,68,83.31,68.49,14.81,2.32,0,4.9,5.11,2.08,2.28,2977,1051,708,86,22,51,158,26,35.3,23.78,2.89,0.74,1.71,5.31,0.87,29,923,173,394,239,59,3,55,18.74,42.69,25.89,6.39,0.33,5.96
"06037401800","14000US06037401800","Census Tract 4018","Census Tract 4018, Los Angeles County, California","ca","140","00","ACSSF","0004962",,,,,"06","037",,,,"401800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8046,3463.534,2.32306095626698,8046,5945,243,45,836,4,429,544,73.89,3.02,0.56,10.39,0.05,5.33,6.76,3791,3174,2948,226,89,51,45,115,49,268,83.72,77.76,5.96,2.35,1.35,1.19,3.03,1.29,7.07,3673,1052,822,112,0,17,85,16,28.64,22.38,3.05,0,0.46,2.31,0.44,24,742,84,284,189,151,0,34,11.32,38.27,25.47,20.35,0,4.58
"06037401901","14000US06037401901","Census Tract 4019.01","Census Tract 4019.01, Los Angeles County, California","ca","140","00","ACSSF","0004963",,,,,"06","037",,,,"401901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4011,6029.913,0.665183776913252,4011,2183,202,18,1043,18,193,354,54.43,5.04,0.45,26,0.45,4.81,8.83,1709,323,244,79,36,0,76,1033,0,241,18.9,14.28,4.62,2.11,0,4.45,60.44,0,14.1,174,131,31,5,4,75,8,8,75.29,17.82,2.87,2.3,43.1,4.6,4.6,12,98,0,61,20,4,13,0,0,62.24,20.41,4.08,13.27,0
"06037401902","14000US06037401902","Census Tract 4019.02","Census Tract 4019.02, Los Angeles County, California","ca","140","00","ACSSF","0004964",,,,,"06","037",,,,"401902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5959,5809.664,1.02570475230001,5959,3930,447,174,536,0,635,237,65.95,7.5,2.92,8.99,0,10.66,3.98,2691,1977,1727,250,73,0,150,314,0,177,73.47,64.18,9.29,2.71,0,5.57,11.67,0,6.58,2682,1601,1054,146,21,176,109,95,59.69,39.3,5.44,0.78,6.56,4.06,3.54,27,1610,200,992,332,53,33,0,12.42,61.61,20.62,3.29,2.05,0
"06037402001","14000US06037402001","Census Tract 4020.01","Census Tract 4020.01, Los Angeles County, California","ca","140","00","ACSSF","0004965",,,,,"06","037",,,,"402001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3282,5827.284,0.563212648089489,3282,1826,411,0,328,0,490,227,55.64,12.52,0,9.99,0,14.93,6.92,1807,1637,1271,366,104,0,0,24,0,42,90.59,70.34,20.25,5.76,0,0,1.33,0,2.32,1807,983,568,303,72,24,0,16,54.4,31.43,16.77,3.98,1.33,0,0.89,32,577,34,291,178,74,0,0,5.89,50.43,30.85,12.82,0,0
"06037402002","14000US06037402002","Census Tract 4020.02","Census Tract 4020.02, Los Angeles County, California","ca","140","00","ACSSF","0004966",,,,,"06","037",,,,"402002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976,6133.289,0.648265551809506,3976,2699,134,44,315,0,553,231,67.88,3.37,1.11,7.92,0,13.91,5.81,1560,1187,1141,46,58,11,40,70,65,129,76.09,73.14,2.95,3.72,0.71,2.56,4.49,4.17,8.27,1558,823,620,16,36,36,43,72,52.82,39.79,1.03,2.31,2.31,2.76,4.62,28,834,137,345,285,61,6,0,16.43,41.37,34.17,7.31,0.72,0
"06037402101","14000US06037402101","Census Tract 4021.01","Census Tract 4021.01, Los Angeles County, California","ca","140","00","ACSSF","0004967",,,,,"06","037",,,,"402101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458,11883.65,0.459286683953748,5458,2139,533,71,475,0,1734,506,39.19,9.77,1.3,8.7,0,31.77,9.27,2556,2291,2040,251,63,0,1,48,25,128,89.63,79.81,9.82,2.46,0,0.04,1.88,0.98,5.01,2532,760,554,96,28,0,15,67,30.02,21.88,3.79,1.11,0,0.59,2.65,32,274,0,20,127,44,54,29,0,7.3,46.35,16.06,19.71,10.58
"06037402102","14000US06037402102","Census Tract 4021.02","Census Tract 4021.02, Los Angeles County, California","ca","140","00","ACSSF","0004968",,,,,"06","037",,,,"402102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696,5320.766,0.882579764848331,4696,2512,530,93,258,69,1005,229,53.49,11.29,1.98,5.49,1.47,21.4,4.88,2063,1854,1568,286,29,31,0,58,0,91,89.87,76.01,13.86,1.41,1.5,0,2.81,0,4.41,2063,726,505,109,0,16,31,65,35.19,24.48,5.28,0,0.78,1.5,3.15,28,412,11,129,164,88,8,12,2.67,31.31,39.81,21.36,1.94,2.91
"06037402200","14000US06037402200","Census Tract 4022","Census Tract 4022, Los Angeles County, California","ca","140","00","ACSSF","0004969",,,,,"06","037",,,,"402200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219,3306.856,2.18304023030223,7219,3383,597,206,593,0,2020,420,46.86,8.27,2.85,8.21,0,27.98,5.82,2969,2633,2281,352,53,13,73,60,8,129,88.68,76.83,11.86,1.79,0.44,2.46,2.02,0.27,4.34,2967,1228,777,205,15,22,94,115,41.39,26.19,6.91,0.51,0.74,3.17,3.88,30,673,22,240,189,142,0,80,3.27,35.66,28.08,21.1,0,11.89
"06037402301","14000US06037402301","Census Tract 4023.01","Census Tract 4023.01, Los Angeles County, California","ca","140","00","ACSSF","0004970",,,,,"06","037",,,,"402301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5447,10595.82,0.514070721563189,5447,2711,115,105,403,2,1856,255,49.77,2.11,1.93,7.4,0.04,34.07,4.68,2309,2197,1702,495,61,0,0,0,7,44,95.15,73.71,21.44,2.64,0,0,0,0.3,1.91,2307,1347,975,296,41,0,0,35,58.39,42.26,12.83,1.78,0,0,1.52,34,742,56,197,363,91,27,8,7.55,26.55,48.92,12.26,3.64,1.08
"06037402303","14000US06037402303","Census Tract 4023.03","Census Tract 4023.03, Los Angeles County, California","ca","140","00","ACSSF","0004971",,,,,"06","037",,,,"402303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064,11146.79,0.364589334004636,4064,2217,72,19,97,0,1406,253,54.55,1.77,0.47,2.39,0,34.6,6.23,1835,1680,1281,399,50,26,27,0,47,5,91.55,69.81,21.74,2.72,1.42,1.47,0,2.56,0.27,1835,1255,796,335,34,0,90,0,68.39,43.38,18.26,1.85,0,4.9,0,31,709,104,203,296,46,22,38,14.67,28.63,41.75,6.49,3.1,5.36
