,Date_Occurred,Time_Occurred,Area_ID,Area_Name,MO_Codes,Victim_Age,Victim_Sex,Victim_Descent,Address,Cross_Street,Location,Latitude,Longitude,geometry
3245,2020-05-27,1100,3,Southwest,4025 3037 3004 3028 3030 3101,34.0,Female,"Hispanic, Latin, Mexican",MARTIN LUTHER KING JR        BL,HOOVER                       AV,"(34.0111, -118.2872)",34.0111,-118.2872,POINT (-118.2872 34.0111)
3246,2020-05-27,1110,15,N Hollywood,3004 3036 3026 3101 4026,43.0,Female,"Hispanic, Latin, Mexican",TUJUNGA                      AV,VICTORY                      BL,"(34.1867, -118.379)",34.1867,-118.379,POINT (-118.379 34.1867)
3247,2020-05-27,1805,20,Olympic,3035 3004 3028 3030 3037 3101 3401 3701 4020,40.0,Male,Other,OLYMPIC                      BL,W  ARLINGTON                    AV,"(34.0526, -118.315)",34.0526,-118.315,POINT (-118.315 34.0526)
3248,2020-05-27,2200,18,Southeast,3037 3028 0605 3004 3101,24.0,Female,Black,118TH                        PL,SAN PEDRO,"(33.9543, -118.2606)",33.9543,-118.2606,POINT (-118.2606 33.9543)
3249,2020-05-27,1735,18,Southeast,0605 3004 3026 3037 3101,25.0,Female,Black,IMPERIAL,VERMONT,"(33.931, -118.2916)",33.931,-118.2916,POINT (-118.2916 33.931)
3250,2020-05-27,1930,18,Southeast,3036 4025 3004 3030 3028 3101,40.0,Female,Black,HOOVER                       ST,115TH                        ST,"(33.9298, -118.287)",33.9298,-118.287,POINT (-118.287 33.9298)
3251,2020-05-27,2040,18,Southeast,4025 3002 3004 3026 3101 3037,38.0,Male,"Hispanic, Latin, Mexican",FIGUEROA                     ST,111TH                        ST,"(33.9348, -118.2826)",33.9348,-118.2826,POINT (-118.2826 33.9348)
3252,2020-05-27,1325,18,Southeast,4025 3004 3030 3101 3037 3028,50.0,Male,"Hispanic, Latin, Mexican",CENTRAL,IMPERIAL,"(33.9295, -118.2543)",33.9295,-118.2543,POINT (-118.2543 33.9295)
3253,2020-05-27,1430,9,Van Nuys,4009 3004 3037 3029 3025 3101,47.0,Male,Black,VICTORY                      BL,HASKELL                      AV,"(34.1766, -118.4589)",34.1766,-118.4589,POINT (-118.4589 34.1766)
3254,2020-05-27,2358,9,Van Nuys,3004 3602 3037 3024 4009,51.0,Male,Other,WOODMAN                      AV,SHERMAN                      WY,"(34.2012, -118.4313)",34.2012,-118.4313,POINT (-118.4313 34.2012)
3255,2020-05-27,2115,3,Southwest,3036 3004 3026 3101,21.0,Male,Black,VERMONT,MARTIN LUTHER KING JR,"(34.0109, -118.2915)",34.0109,-118.2915,POINT (-118.2915 34.0109)
3256,2020-05-27,1700,3,Southwest,3101 4025 3037 3003 3026,58.0,Female,"Hispanic, Latin, Mexican",LA BREA                      BL,OBAMA                        BL,"(34.0171, -118.3531)",34.0171,-118.3531,POINT (-118.3531 34.0171)
3257,2020-05-27,2145,3,Southwest,4025 3036 3004 3026 3101,30.0,Male,Other Asian,JEFFERSON                    BL,NORMANDIE                    AV,"(34.0255, -118.3002)",34.0255,-118.3002,POINT (-118.3002 34.0255)
3258,2020-05-27,2110,3,Southwest,4025 3037 3004 3026 3029 3101,22.0,Female,Black,CRENSHAW                     BL,COLISEUM                     ST,"(34.0182, -118.3351)",34.0182,-118.3351,POINT (-118.3351 34.0182)
3259,2020-05-27,1115,3,Southwest,3036 3004 3026 3101,26.0,Male,"Hispanic, Latin, Mexican",NORMANDIE                    AV,38TH                         ST,"(34.0173, -118.3002)",34.0173,-118.3002,POINT (-118.3002 34.0173)
3260,2020-05-27,2110,16,Foothill,3004 3037 3025 3101 4026,67.0,Male,"Hispanic, Latin, Mexican",FOOTHILL                     BL,PAXTON                       ST,"(34.2868, -118.4081)",34.2868,-118.4081,POINT (-118.4081 34.2868)
3261,2020-05-27,1945,4,Hollenbeck,0605 3101 3401 3701 3004 3026,25.0,Male,"Hispanic, Latin, Mexican",VALLEY                       BL,BOCA                         AV,"(34.045, -118.1956)",34.045,-118.1956,POINT (-118.1956 34.045)
3262,2020-05-27,1440,17,Devonshire,3004 3037 3602 3026 3101 4026,26.0,Female,"Hispanic, Latin, Mexican",PARTHENIA                    ST,WILBUR                       AV,"(34.2282, -118.5448)",34.2282,-118.5448,POINT (-118.5448 34.2282)
3263,2020-05-27,1500,12,77th Street,4025 3037 3003 3026 3102,55.0,Male,Black,NORMANDIE                    AV,MANCHESTER                   AV,"(33.96, -118.3003)",33.96,-118.3003,POINT (-118.3003 33.96)
3264,2020-05-27,1910,2,Rampart,0605 3101 3401 3701 3008 3025,30.0,Male,Other,SUNSET,LAVETA,"(34.0761, -118.2559)",34.0761,-118.2559,POINT (-118.2559 34.0761)
3265,2020-05-27,1650,1,Central,0605 3101 3401 3701 3008 3025 3104,46.0,Male,"Hispanic, Latin, Mexican",MAIN                         ST,8TH                          ST,"(34.0428, -118.2532)",34.0428,-118.2532,POINT (-118.2532 34.0428)
3266,2020-05-27,1450,16,Foothill,3004 3028 3030 3037 3101 4026,25.0,Male,"Hispanic, Latin, Mexican",KESWICK                      ST,BONNER                       AV,"(34.2103, -118.3736)",34.2103,-118.3736,POINT (-118.3736 34.2103)
3267,2020-05-27,1525,1,Central,0605 3101 3401 3701 3004 3104,61.0,Male,"Hispanic, Latin, Mexican",7TH,FIGUEROA,"(34.0499, -118.2614)",34.0499,-118.2614,POINT (-118.2614 34.0499)
3268,2020-05-27,740,17,Devonshire,3004 3037 3026 3101 4026,47.0,Female,"Hispanic, Latin, Mexican",BALBOA                       BL,LORILLARD                    ST,"(34.2841, -118.5021)",34.2841,-118.5021,POINT (-118.5021 34.2841)
3269,2020-05-27,1120,15,N Hollywood,3004 3037 3030 3028 3101 4026,40.0,Female,White,VENTURA                      BL,LAUREL CANYON                BL,"(34.1434, -118.3975)",34.1434,-118.3975,POINT (-118.3975 34.1434)
3270,2020-05-27,1355,19,Mission,3004 3037 3025 3101 4019,20.0,Male,"Hispanic, Latin, Mexican",SEPULVEDA                    BL,ROSCOE                       BL,"(34.2214, -118.4677)",34.2214,-118.4677,POINT (-118.4677 34.2214)
3271,2020-05-27,2010,19,Mission,3026 3008 3037 3101 4026,56.0,Female,Other Asian,VAN NUYS                     BL,NORDHOFF                     ST,"(34.2354, -118.4502)",34.2354,-118.4502,POINT (-118.4502 34.2354)
3272,2020-05-27,940,15,N Hollywood,3004 3036 3025 3101 4026,29.0,Male,White,COLFAX                       AV,MCCORMICK                    ST,"(34.1659, -118.3877)",34.1659,-118.3877,POINT (-118.3877 34.1659)
3273,2020-05-27,1325,12,77th Street,4012 3036 3004 3026 3101 3602,26.0,Female,Black,FLORENCE                     AV,LA SALLE                     AV,"(33.9746, -118.3057)",33.9746,-118.3057,POINT (-118.3057 33.9746)
3274,2020-05-27,1415,12,77th Street,4012 3036 3003 3026 3029 3101 0605,39.0,Female,Unknown,79TH,AVALON,"(33.971, -118.2981)",33.971,-118.2981,POINT (-118.2981 33.971)
3275,2020-05-27,2330,12,77th Street,4012 3036 3004 3026 3025 3101,43.0,Male,Black,VERMONT,54TH,"(33.9932, -118.2915)",33.9932,-118.2915,POINT (-118.2915 33.9932)
3276,2020-05-27,1815,12,77th Street,4012 3036 3004 3026 3029 3101,23.0,Female,Black,HYDE PARK                    BL,11TH                         AV,"(33.9806, -118.3294)",33.9806,-118.3294,POINT (-118.3294 33.9806)
3277,2020-05-27,1030,12,77th Street,4025 3037 3004 3026 3029 3101,35.0,Male,"Hispanic, Latin, Mexican",VERMONT                      AV,48TH                         ST,"(33.9996, -118.2915)",33.9996,-118.2915,POINT (-118.2915 33.9996)
3278,2020-05-27,1530,10,West Valley,3004 3036 3602 3025 3101 4026,27.0,Female,"Hispanic, Latin, Mexican",RESEDA,VICTORY,"(34.1866, -118.536)",34.1866,-118.536,POINT (-118.536 34.1866)
3279,2020-05-27,1425,10,West Valley,3004 3036 3025 3101 4026,21.0,Male,"Hispanic, Latin, Mexican",WHITE OAK                    AV,MARGATE                      ST,"(34.1686, -118.5186)",34.1686,-118.5186,POINT (-118.5186 34.1686)
3280,2020-05-27,945,10,West Valley,3004 3037 3025 3101 4026,29.0,Male,"Hispanic, Latin, Mexican",WELLS                        DR,WILBUR                       AV,"(34.1632, -118.5453)",34.1632,-118.5453,POINT (-118.5453 34.1632)
3281,2020-05-27,1415,9,Van Nuys,3004 3026 3037 3101 4026,27.0,Male,Other,RAYMER                       ST,KESTER                       AV,"(34.2103, -118.4584)",34.2103,-118.4584,POINT (-118.4584 34.2103)
3282,2020-05-27,155,5,Harbor,3003 4005 3037 3024 3101 1218,19.0,Female,Other,ALAMEDA                      ST,E                            ST,"(33.7763, -118.249)",33.7763,-118.249,POINT (-118.249 33.7763)
3283,2020-05-27,1215,13,Newton,0605 3101 3401 3701 3004 3025 3036,20.0,Female,"Hispanic, Latin, Mexican",HOOPER                       AV,16TH                         ST,"(34.0241, -118.2446)",34.0241,-118.2446,POINT (-118.2446 34.0241)
3284,2020-05-27,220,1,Central,0605 3101 3401 3701 3003 3026,58.0,Male,Black,HOPE                         ST,WILSHIRE                     BL,"(34.0487, -118.2571)",34.0487,-118.2571,POINT (-118.2571 34.0487)
3285,2020-05-27,415,12,77th Street,4012 3037 3004 3028 3030 3101,30.0,Male,"Hispanic, Latin, Mexican",MANCHESTER                   AV,BROADWAY,"(33.9601, -118.2782)",33.9601,-118.2782,POINT (-118.2782 33.9601)
3286,2020-05-27,1159,14,Pacific,3004 3028 3030 3035 3037 3102 3401 3701 4027,27.0,Male,White,VENICE                       BL,OVERLAND,"(34.0187, -118.4069)",34.0187,-118.4069,POINT (-118.4069 34.0187)
3287,2020-05-27,1740,12,77th Street,4025 3036 3004 3034 3025 3101,21.0,Male,Black,MANCHESTER                   AV,BARING CROSS                 ST,"(33.9601, -118.2893)",33.9601,-118.2893,POINT (-118.2893 33.9601)
3288,2020-05-27,25,12,77th Street,4012 3036 3004 3026 3101,50.0,Male,Black,SLAUSON                      AV,2ND                          AV,"(33.9891, -118.3193)",33.9891,-118.3193,POINT (-118.3193 33.9891)
3289,2020-05-28,1340,13,Newton,0605 3101 3401 3701 3004 3029,33.0,Female,"Hispanic, Latin, Mexican",NAOMI                        ST,20TH                         ST,"(34.0218, -118.2491)",34.0218,-118.2491,POINT (-118.2491 34.0218)
3290,2020-05-28,1650,9,Van Nuys,3008 3037 3029 3025 3101 4026,18.0,Male,Other,CHANDLER                     BL,ETHEL                        AV,"(34.1684, -118.4182)",34.1684,-118.4182,POINT (-118.4182 34.1684)
3291,2020-05-28,1215,2,Rampart,3401 0605 3101 3701 3004 3030 3036,27.0,Female,White,ALVARADO                     ST,COURT                        ST,"(34.0693, -118.2687)",34.0693,-118.2687,POINT (-118.2687 34.0693)
3292,2020-05-28,1615,16,Foothill,3034 3036 3028 3101 4026 3004,33.0,Male,"Hispanic, Latin, Mexican",VALMONT                      ST,LEONA                        AV,"(34.2515, -118.2758)",34.2515,-118.2758,POINT (-118.2758 34.2515)
3293,2020-05-28,2230,9,Van Nuys,3004 3037 3030 3028 3039 3101 4026,23.0,Male,White,SEPULVEDA                    BL,VENTURA                      BL,"(34.1538, -118.4662)",34.1538,-118.4662,POINT (-118.4662 34.1538)
3294,2020-05-28,1810,3,Southwest,3004 4003 3036 3025 3029 3101,19.0,Unidentified,Unknown,HALLDALE                     AV,27TH                         ST,"(34.0309, -118.3028)",34.0309,-118.3028,POINT (-118.3028 34.0309)
3295,2020-05-28,1530,17,Devonshire,3003 3037 3029 3025 3101 4026,76.0,Female,Black,WHITE OAK                    AV,LASSEN                       ST,"(34.2504, -118.5199)",34.2504,-118.5199,POINT (-118.5199 34.2504)
3296,2020-05-28,2130,8,West LA,3004 3024 3035 3036 3101 3401 3701 4027,32.0,Male,"Hispanic, Latin, Mexican",PACIFIC COAST                HY,TEMESCAL CANYON              RD,"(34.0359, -118.5357)",34.0359,-118.5357,POINT (-118.5357 34.0359)
3297,2020-05-28,740,14,Pacific,3004 3026 3029 3035 3037 3101 3401 3701 4027,37.0,Male,Black,LA TIJERA                    BL,KNOWLTON                     ST,"(33.9751, -118.3743)",33.9751,-118.3743,POINT (-118.3743 33.9751)
3298,2020-05-28,2000,9,Van Nuys,3004 3037 3030 3028 3101 4026,46.0,Male,White,HART                         ST,CANTALOUPE                   AV,"(34.1976, -118.4344)",34.1976,-118.4344,POINT (-118.4344 34.1976)
3299,2020-05-28,1445,18,Southeast,3004 3034 4025 3037 3002 3028 3101,,Male,"Hispanic, Latin, Mexican",SAN PEDRO,LANZIT,"(33.9345, -118.2623)",33.9345,-118.2623,POINT (-118.2623 33.9345)
3300,2020-05-28,1220,17,Devonshire,3004 3037 3028 3101 4026,55.0,Male,"Hispanic, Latin, Mexican",DE SOTO                      AV,CHATSWORTH                   ST,"(34.2645, -118.5886)",34.2645,-118.5886,POINT (-118.5886 34.2645)
3301,2020-05-28,1435,11,Northeast,3101 3401 3701 0605 3004 3029 3026 3036,64.0,Male,"Hispanic, Latin, Mexican",EAGLE ROCK                   BL,W  AVENUE 35,"(34.118, -118.2184)",34.118,-118.2184,POINT (-118.2184 34.118)
3302,2020-05-28,2130,21,Topanga,3004 3036 3026 3101 4021,34.0,Male,Black,VENTURA,DON PIO,"(34.1685, -118.6038)",34.1685,-118.6038,POINT (-118.6038 34.1685)
3303,2020-05-28,1600,16,Foothill,3004 3037 3029 3026 3101 4016,54.0,Female,White,APPERSON,FOOTHILL,"(34.256, -118.2979)",34.256,-118.2979,POINT (-118.2979 34.256)
3304,2020-05-28,1910,10,West Valley,3004 3036 3025 3101 4010,30.0,Male,White,RESEDA                       BL,OXNARD                       ST,"(34.18, -118.536)",34.18,-118.536,POINT (-118.536 34.18)
3305,2020-05-28,1235,11,Northeast,0605 3101 3401 3701 3004 3034 3026,51.0,Female,"Hispanic, Latin, Mexican",4100    CHEVY CHASE                  DR,,"(34.1334, -118.269)",34.1334,-118.269,POINT (-118.269 34.1334)
3306,2020-05-28,1840,20,Olympic,3008 3025 3035 3037 3101 3401 3701 4027,,Female,"Hispanic, Latin, Mexican",HARVARD                      BL,VENICE                       BL,"(34.0436, -118.3041)",34.0436,-118.3041,POINT (-118.3041 34.0436)
3307,2020-05-28,827,20,Olympic,3004 3026 3035 3036 3101 3401 3701 4027,52.0,Female,"Hispanic, Latin, Mexican",WESTERN                      AV,7TH                          ST,"(34.0597, -118.3091)",34.0597,-118.3091,POINT (-118.3091 34.0597)
3308,2020-05-28,1045,18,Southeast,3037 3026 4025 3004 3101,54.0,Male,Other,104TH                        ST,CENTRAL                      AV,"(33.9419, -118.2541)",33.9419,-118.2541,POINT (-118.2541 33.9419)
3309,2020-05-28,1745,15,N Hollywood,1300 0605 3004 3037 3026 3101 4015,43.0,Female,"Hispanic, Latin, Mexican",3900    LAUREL CANYON                BL,,"(34.141, -118.3943)",34.141,-118.3943,POINT (-118.3943 34.141)
3310,2020-05-28,1330,15,N Hollywood,3004 3025 3036 4026,60.0,Female,White,VINELAND                     AV,MAGNOLIA                     BL,"(34.1649, -118.3703)",34.1649,-118.3703,POINT (-118.3703 34.1649)
3311,2020-05-28,1030,10,West Valley,3004 3037 3029 3026 3101 4026,23.0,Male,"Hispanic, Latin, Mexican",RESEDA                       BL,VANOWEN                      ST,"(34.1847, -118.5441)",34.1847,-118.5441,POINT (-118.5441 34.1847)
3312,2020-05-28,1630,9,Van Nuys,0605 3004 3036 3025 3101 4009,35.0,Male,Other,NOBLE                        AV,VENTURA                      BL,"(34.1531, -118.4618)",34.1531,-118.4618,POINT (-118.4618 34.1531)
3313,2020-05-28,1500,8,West LA,3004 3028 3030 3035 3037 3104 3401 3701 4008,44.0,Female,,ASHTON                       AV,WESTWOOD,"(34.0578, -118.4433)",34.0578,-118.4433,POINT (-118.4433 34.0578)
3314,2020-05-28,1130,8,West LA,3004 3028 3030 3035 3037 3101 3401 3701 4027,21.0,Female,Black,CANFIELD                     AV,AIRDROME                     ST,"(34.0496, -118.3896)",34.0496,-118.3896,POINT (-118.3896 34.0496)
3315,2020-05-28,1540,7,Wilshire,3004 3028 3030 3035 3036 3101 3401 3701 4027,30.0,Male,White,FAIRFAX                      AV,BEVERLY                      BL,"(34.0761, -118.3614)",34.0761,-118.3614,POINT (-118.3614 34.0761)
3316,2020-05-28,1650,7,Wilshire,3008 3025 3035 3037 3101 3401 3701 4027,26.0,Male,"Hispanic, Latin, Mexican",BEVERLY                      BL,FULLER                       AV,"(34.0762, -118.3498)",34.0762,-118.3498,POINT (-118.3498 34.0762)
3317,2020-05-28,1130,1,Central,0605 3101 3401 3701 3004 3026 3036 3034,64.0,Male,Other Asian,16TH,MAIN,"(34.0333, -118.262)",34.0333,-118.262,POINT (-118.262 34.0333)
3318,2020-05-28,1715,21,Topanga,3004 3037 3034 3025 3101 4026,19.0,Male,"Hispanic, Latin, Mexican",VICTORY                      BL,RANDI                        AV,"(34.1865, -118.6103)",34.1865,-118.6103,POINT (-118.6103 34.1865)
3319,2020-05-28,1235,4,Hollenbeck,0605 3101 3401 3701 3003 3026 3102,55.0,Male,Black,VALLEY                       BL,710 FWY,"(34.0757, -118.1711)",34.0757,-118.1711,POINT (-118.1711 34.0757)
3320,2020-05-28,1710,13,Newton,1300 0605 3101 3401 3701 3004 3026,71.0,Male,"Hispanic, Latin, Mexican",27TH                         ST,PALOMA,"(34.0184, -118.2568)",34.0184,-118.2568,POINT (-118.2568 34.0184)
3321,2020-05-28,1300,4,Hollenbeck,0605 3101 3401 3701 3008 3026 3036,64.0,Male,"Hispanic, Latin, Mexican",MONTEREY                     RD,N  HUNTINGTON D,"(34.0881, -118.1877)",34.0881,-118.1877,POINT (-118.1877 34.0881)
3322,2020-05-28,840,12,77th Street,4025 3037 3004 3028 3030 3101,59.0,Male,Black,GAGE                         AV,ST ANDREWS                   PL,"(33.9819, -118.3115)",33.9819,-118.3115,POINT (-118.3115 33.9819)
3323,2020-05-28,2230,2,Rampart,0605 3101 3401 3701 3003 3026,35.0,Female,"Hispanic, Latin, Mexican",ALVARADO                     ST,WILSHIRE                     BL,"(34.058, -118.2759)",34.058,-118.2759,POINT (-118.2759 34.058)
3324,2020-05-28,945,1,Central,0605 3101 3401 3701 3003 3025 3036,25.0,Male,White,8TH,FRANCISCO,"(34.0476, -118.2637)",34.0476,-118.2637,POINT (-118.2637 34.0476)
3325,2020-05-28,1115,9,Van Nuys,3030 3004 3037 3028 3101 4026,53.0,Female,White,VICTORY                      BL,HAZELTINE                    AV,"(34.1867, -118.44)",34.1867,-118.44,POINT (-118.44 34.1867)
3326,2020-05-28,1315,13,Newton,3401 0605 3101 3701 3004 3025 3036,24.0,Male,"Hispanic, Latin, Mexican",MAIN                         ST,GAGE                         AV,"(33.9824, -118.2739)",33.9824,-118.2739,POINT (-118.2739 33.9824)
3327,2020-05-28,930,15,N Hollywood,3004 3026 3036 3101 4026 3029,37.0,Male,"Hispanic, Latin, Mexican",CAHUENGA                     BL,MOORPARK                     ST,"(34.1504, -118.3615)",34.1504,-118.3615,POINT (-118.3615 34.1504)
3328,2020-05-28,1100,13,Newton,0605 3101 3401 3701 3008 3024 3036 1218,52.0,Male,"Hispanic, Latin, Mexican",HOOPER,17TH,"(34.0235, -118.2448)",34.0235,-118.2448,POINT (-118.2448 34.0235)
3329,2020-05-28,2000,4,Hollenbeck,0605 3101 3401 3701 3004 3026 3029,29.0,Female,White,MISSION                      RD,RICHMOND                     ST,"(34.059, -118.2164)",34.059,-118.2164,POINT (-118.2164 34.059)
3330,2020-05-28,2015,1,Central,0605 3101 3401 3701 3004 3025 3036,58.0,Female,"Hispanic, Latin, Mexican",SAN PEDRO                    ST,4TH                          ST,"(34.0458, -118.243)",34.0458,-118.243,POINT (-118.243 34.0458)
3331,2020-05-28,1030,21,Topanga,3101 3004 3036 3026 4026,19.0,Male,"Hispanic, Latin, Mexican",WINNETKA                     AV,SATICOY                      ST,"(34.2084, -118.571)",34.2084,-118.571,POINT (-118.571 34.2084)
3332,2020-05-28,1456,1,Central,0605 3101 3401 3701 3008 3026 3036,28.0,Male,"Hispanic, Latin, Mexican",7TH,OLIVE,"(34.0467, -118.2556)",34.0467,-118.2556,POINT (-118.2556 34.0467)
3333,2020-05-28,830,10,West Valley,3004 3037 3026 3101 4026,29.0,Male,"Hispanic, Latin, Mexican",SATICOY                      ST,LOUISE                       AV,"(34.2084, -118.5099)",34.2084,-118.5099,POINT (-118.5099 34.2084)
3334,2020-05-28,200,13,Newton,0605 3101 3401 3701 3004 3030,22.0,Female,"Hispanic, Latin, Mexican",W  56TH                         ST,S  BROADWAY                     ST,"(33.9915, -118.2783)",33.9915,-118.2783,POINT (-118.2783 33.9915)
3335,2020-05-28,1530,19,Mission,3004 3025 3037 3101 3602 4026,18.0,Male,"Hispanic, Latin, Mexican",ROSCOE                       BL,KESTER                       AV,"(34.2215, -118.4575)",34.2215,-118.4575,POINT (-118.4575 34.2215)
3336,2020-05-28,1735,17,Devonshire,3004 3026 3036 3101 4026,18.0,Male,White,PLUMMER                      ST,TAMPA                        AV,"(34.2428, -118.5536)",34.2428,-118.5536,POINT (-118.5536 34.2428)
3337,2020-05-28,1230,15,N Hollywood,3004 3037 3025 3101 4026,20.0,Female,"Hispanic, Latin, Mexican",VANOWEN,VINELAND,"(34.194, -118.3703)",34.194,-118.3703,POINT (-118.3703 34.194)
3338,2020-05-28,1635,15,N Hollywood,3004 3037 3034 3028 3602 3101 4026,29.0,Male,"Hispanic, Latin, Mexican",SUNSHINE                     TR,BERRY                        DR,"(34.1387, -118.3818)",34.1387,-118.3818,POINT (-118.3818 34.1387)
3339,2020-05-28,2340,12,77th Street,4012 3037 3004 3026 3029 3101,30.0,Female,Black,FIGUEROA                     ST,GAGE                         AV,"(33.9824, -118.2827)",33.9824,-118.2827,POINT (-118.2827 33.9824)
3340,2020-05-28,1955,12,77th Street,4012 3036 3004 3028 3030 3101,22.0,Male,Unknown,VAN NESS                     AV,88TH                         ST,"(33.958, -118.3177)",33.958,-118.3177,POINT (-118.3177 33.958)
3341,2020-05-28,920,10,West Valley,3004 3036 3026 3101 4026,47.0,Male,"Hispanic, Latin, Mexican",VICTORY                      BL,LINDLEY                      AV,"(34.1866, -118.5273)",34.1866,-118.5273,POINT (-118.5273 34.1866)
3342,2020-05-28,1620,9,Van Nuys,3004 3026 3036 3101 4026,33.0,Female,"Hispanic, Latin, Mexican",KESTER                       AV,MAGNOLIA                     BL,"(34.1649, -118.4575)",34.1649,-118.4575,POINT (-118.4575 34.1649)
3343,2020-05-28,130,3,Southwest,4003 3037 3003 3024 3101,19.0,Female,Unknown,WESTERN                      AV,LEIGHTON                     AV,"(34.0128, -118.3089)",34.0128,-118.3089,POINT (-118.3089 34.0128)
3344,2020-05-28,2035,3,Southwest,4025 3037 3003 3024 3029 3101,90.0,Male,Black,NORMANDIE                    AV,29TH                         ST,"(34.0291, -118.3002)",34.0291,-118.3002,POINT (-118.3002 34.0291)
3345,2020-05-29,1510,1,Central,0605 3101 3401 3701 3004 3030 3036,35.0,Male,"Hispanic, Latin, Mexican",3RD                          ST,MAIN                         ST,"(34.0495, -118.2459)",34.0495,-118.2459,POINT (-118.2459 34.0495)
3346,2020-05-29,1610,18,Southeast,0605 3036 3004 3028 3030 3101,,Unidentified,Unknown,CENTURY,COMPTON,"(33.9457, -118.2462)",33.9457,-118.2462,POINT (-118.2462 33.9457)
3347,2020-05-29,1650,20,Olympic,3028 3004 3035 3036 3101 3401 3701 4020 1402,33.0,Male,"Hispanic, Latin, Mexican",8TH                          ST,NORMANDIE                    AV,"(34.0577, -118.2998)",34.0577,-118.2998,POINT (-118.2998 34.0577)
3348,2020-05-29,645,11,Northeast,3004 3028 3030 3037 3104 4026,61.0,Male,White,FOREST LAWN                  DR,ZOO                          DR,"(34.1532, -118.3119)",34.1532,-118.3119,POINT (-118.3119 34.1532)
3349,2020-05-29,645,11,Northeast,3004 3028 3030 3037 3101 4026,29.0,Male,"Hispanic, Latin, Mexican",FOREST LAWN                  DR,ZOO                          DR,"(34.1532, -118.3119)",34.1532,-118.3119,POINT (-118.3119 34.1532)
3350,2020-05-29,1400,13,Newton,0605 3101 3401 3701 3004 3036 3026,19.0,Male,"Hispanic, Latin, Mexican",41ST                         ST,WADSWORTH                    AV,"(34.0104, -118.2535)",34.0104,-118.2535,POINT (-118.2535 34.0104)
3351,2020-05-29,1145,13,Newton,0605 3104 3401 3701 3029 3004 3026,19.0,Female,"Hispanic, Latin, Mexican",1400 E  25TH                         ST,,"(34.0172, -118.2442)",34.0172,-118.2442,POINT (-118.2442 34.0172)
3352,2020-05-29,1722,3,Southwest,3037 3008 3028 3101,19.0,Unidentified,Unknown,FLOWER                       ST,ADAMS                        BL,"(34.0277, -118.2749)",34.0277,-118.2749,POINT (-118.2749 34.0277)
3353,2020-05-29,1720,3,Southwest,3101 3037 3004 3026,29.0,Female,Black,ADAMS                        BL,NORMANDIE                    AV,"(34.0327, -118.3002)",34.0327,-118.3002,POINT (-118.3002 34.0327)
3354,2020-05-29,1750,16,Foothill,3004 3030 3028 3101 4016 3036,56.0,Female,Other,MT GLEASON                   AV,FOOTHILL                     BL,"(34.2644, -118.3386)",34.2644,-118.3386,POINT (-118.3386 34.2644)
3355,2020-05-29,830,10,West Valley,3004 3036 3026 3101 4026,23.0,Male,"Hispanic, Latin, Mexican",WHITE OAK                    AV,SATICOY                      ST,"(34.2084, -118.5186)",34.2084,-118.5186,POINT (-118.5186 34.2084)
3356,2020-05-29,2100,1,Central,0605 3101 3401 3701 3004 3026,30.0,Female,"Hispanic, Latin, Mexican",W  CESAR E CHAVEZ               AV,VIGNES                       ST,"(34.0566, -118.2319)",34.0566,-118.2319,POINT (-118.2319 34.0566)
3357,2020-05-29,2320,18,Southeast,4025 3037 3004 3026 3029 3101,35.0,Female,Black,CLOVIS                       AV,98TH                         ST,"(33.9475, -118.2565)",33.9475,-118.2565,POINT (-118.2565 33.9475)
3358,2020-05-29,1625,16,Foothill,0605 3004 3037 3026 3101 4016,31.0,Male,Other,FOOTHILL                     BL,HILLHAVEN                    AV,"(34.2493, -118.29)",34.2493,-118.29,POINT (-118.29 34.2493)
3359,2020-05-29,1000,17,Devonshire,3008 3036 3602 3025 3101 4026,23.0,Female,White,BALBOA,CHATSWORTH,"(34.2648, -118.5023)",34.2648,-118.5023,POINT (-118.5023 34.2648)
3360,2020-05-29,915,17,Devonshire,3004 3036 3025 3101 4026,59.0,Female,White,BALBOA,MAYALL,"(34.2539, -118.5024)",34.2539,-118.5024,POINT (-118.5024 34.2539)
3361,2020-05-29,2020,15,N Hollywood,3004 3037 3029 3026 3101 4015,30.0,Female,White,MAGNOLIA                     BL,VINELAND,"(34.1758, -118.3643)",34.1758,-118.3643,POINT (-118.3643 34.1758)
3362,2020-05-29,1530,11,Northeast,0605 3101 3401 3701 3004 3025 3036,30.0,Female,"Hispanic, Latin, Mexican",3400 N  FIGUEROA                     ST,,"(34.0922, -118.2226)",34.0922,-118.2226,POINT (-118.2226 34.0922)
3363,2020-05-29,1930,20,Olympic,3008 3026 3035 3036 3101 3401 3701 4027,21.0,Male,"Hispanic, Latin, Mexican",4TH                          ST,SAINT ANDREWS                PL,"(34.0636, -118.3047)",34.0636,-118.3047,POINT (-118.3047 34.0636)
3364,2020-05-29,845,20,Olympic,3003 3025 3035 3036 3101 3401 3701 4020,80.0,Female,Korean,NORMANDIE                    PL,OAKWOOD,"(34.0777, -118.3012)",34.0777,-118.3012,POINT (-118.3012 34.0777)
3365,2020-05-29,1940,18,Southeast,0605 3037 3004 3026 3029 3101,,Unidentified,Unknown,98TH                         ST,FIGUEROA,"(33.9555, -118.2871)",33.9555,-118.2871,POINT (-118.2871 33.9555)
